Book,Chapter,Verse,GenZ,Norm
John,11,49,"Nathanael replied and said to him, Yo, Rabbi, you're like the ultimate Son of God, the real deal King of Israel.","Nathanael answered and saith unto him, Rabbi, thou art the Son of God; thou art the King of Israel."
John,11,50,"Jesus replied and said to him, 'Just because I told you that I saw you hanging out under the fig tree, do you actually believe that? Get ready to witness even more mind-blowing stuff!'","Jesus answered and said unto him, Because I said unto thee, I saw thee under the fig tree, believest thou? thou shalt see greater things than these."
John,11,51,"And he's like, seriously, listen up, I'm telling you, in the future, you'll witness heaven straight up opening, and angels going up and down on the Son of man.","And he saith unto him, Verily, verily, I say unto you, Hereafter ye shall see heaven open, and the angels of God ascending and descending upon the Son of man."
John,21,2,So Jesus and his squad were invited to the lit wedding!,"And both Jesus was called, and his disciples, to the marriage."
John,21,3,"So, like, they're all out of wine, right? And Jesus' mom is just like, 'Hey, Jesus, they're totally out of wine!'","And when they wanted wine, the mother of Jesus saith unto him, They have no wine."
John,21,4,"Jesus was like, 'Yo, why you trippin', woman? It ain't my time yet.'","Jesus saith unto her, Woman, what have I to do with thee? mine hour is not yet come."
John,21,5,"His mom told the squad, whatever he tells you to do, just do it.","His mother saith unto the servants, Whatsoever he saith unto you, do {it}."
John,21,6,"There were like six stone water containers there, the kind the Jews used for purifying, holding like two or three big jugs each.","And there were set there six waterpots of stone, after the manner of the purifying of the Jews, containing two or three firkins apiece."
John,21,7,"Jesus was like, 'Yo, fill up those waterpots with water, fam.' And they filled them up all the way to the top.","Jesus saith unto them, Fill the waterpots with water. And they filled them up to the brim."
John,21,8,"And he's like, yo guys, bring it over to the party boss. So they brought it, no cap.","And he saith unto them, Draw out now, and bear unto the governor of the feast. And they bare {it}."
John,21,9,"When the party boss took a sip of the water-turned-wine and didn't know where it came from (but the crew who poured the water did), the party manager called the groom.","When the ruler of the feast had tasted the water that was made wine, and knew not whence it was: (but the servants which drew the water knew;) the governor of the feast called the bridegroom,"
John,21,10,"And he's like, bro, usually everyone starts with the good stuff, you know, top-tier wine. But once people are already pretty wasted, they bring out the cheap stuff. But you, man, you saved the best for last. That's lit!","And saith unto him, Every man at the beginning doth set forth good wine; and when men have well drunk, then that which is worse: {but} thou hast kept the good wine until now."
John,21,11,"Yo, this was when Jesus first started showing mad miracles in Cana of Galilee, straight up revealing His power and His disciples became true believers.","This beginning of miracles did Jesus in Cana of Galilee, and manifested forth his glory; and his disciples believed on him."
John,21,12,"Then, like, he went to Capernaum with his fam and squad, including his mom, siblings, and followers. They chilled there for a bit, but didn't stay long, you know?","After this he went down to Capernaum, he, and his mother, and his brethren, and his disciples: and they continued there not many days."
John,21,13,"So it was almost time for the Jewish peeps' Passover, and Jesus rolled up to Jerusalem like a boss,","And the Jews' passover was at hand, and Jesus went up to Jerusalem,"
John,21,14,"So, Jesus goes into the temple and sees these people selling oxen, sheep, and doves, and others exchanging money while lounging around:","And found in the temple those that sold oxen and sheep and doves, and the changers of money sitting:"
John,21,15,"Then he grabbed some cords and made a whip out of them. He straight-up kicked everyone, including the sheep and the oxen, out of the temple. He flipped the tables and straight-up dumped out all the money from the money changers.","And when he had made a scourge of small cords, he drove them all out of the temple, and the sheep, and the oxen; and poured out the changers' money, and overthrew the tables;"
John,21,16,"And he told the people selling doves, 'Move these things out of here; don't turn my Father's house into a retail store.'","And said unto them that sold doves, Take these things hence; make not my Father's house an house of merchandise."
John,21,17,"And Jesus' squad was like, yo, don't forget it was written, I'm all about that holy life and it's totally consuming me.","And his disciples remembered that it was written, The zeal of thine house hath eaten me up."
John,21,18,"The Jews were like, 'Yo, what's your deal, man? Can you show us some proof for all the stuff you're doing?'","Then answered the Jews and said unto him, What sign shewest thou unto us, seeing that thou doest these things?"
John,21,19,"Jesus straight up replied to them, yo, wreck this temple, and I'll straight up rebuild it in just three days.","Jesus answered and said unto them, Destroy this temple, and in three days I will raise it up."
John,21,20,"So, like, the Jews were all, dude, this temple took forty-six whole years to build, and now you're saying you'll reconstruct it in just three days? Seriously?","Then said the Jews, Forty and six years was this temple in building, and wilt thou rear it up in three days?"
John,21,21,"But he was talking about his body, like, the temple.",But he spake of the temple of his body.
John,21,22,"So, like, when Jesus came back to life, his squad totally remembered that he had already told them this. They trusted what was written in Scripture and everything that Jesus had said.","When therefore he was risen from the dead, his disciples remembered that he had said this unto them; and they believed the scripture, and the word which Jesus had said."
John,21,23,"So like, when he was chilling in Jerusalem during passover, at this big feast day, a lot of people started vibing with him and believing in his name, once they saw all the lit miracles he was pulling off.","Now when he was in Jerusalem at the passover, in the feast {day}, many believed in his name, when they saw the miracles which he did."
